relative_path,labels,confidences,num_labels
000000004139.jpg,"[""racket, racquet"", ""tennis_ball"", ""ping-pong_ball"", ""ballplayer, baseball_player"", ""soccer_ball""]","[0.7835139036178589, 0.21545666456222534, 0.0010175928473472595, 3.337546104376088e-06, 2.446875669193105e-06]",5
000000004140.jpg,"[""streetcar, tram, tramcar, trolley, trolley_car"", ""trolleybus, trolley_coach, trackless_trolley"", ""passenger_car, coach, carriage"", ""recreational_vehicle, RV, R.V."", ""minibus""]","[0.6585381031036377, 0.20530524849891663, 0.07378973811864853, 0.02869720570743084, 0.00672352546826005]",5
000000004172.jpg,"[""volleyball"", ""basketball"", ""ballplayer, baseball_player"", ""scoreboard"", ""stage""]","[0.24018222093582153, 0.19669131934642792, 0.15780101716518402, 0.14864040911197662, 0.06296567618846893]",5
000000004175.jpg,"[""ballplayer, baseball_player"", ""scoreboard"", ""jigsaw_puzzle"", ""football_helmet"", ""parachute, chute""]","[0.9125301837921143, 0.04851338267326355, 0.022153355181217194, 0.00412842957302928, 0.0016177836805582047]",5
000000004180.jpg,"[""paper_towel"", ""jigsaw_puzzle"", ""cleaver, meat_cleaver, chopper"", ""crossword_puzzle, crossword"", ""burrito""]","[0.20812879502773285, 0.17916090786457062, 0.11939561367034912, 0.042248014360666275, 0.03281593695282936]",5
000000004187.jpg,"[""racket, racquet"", ""tennis_ball"", ""ping-pong_ball"", ""baseball"", ""soccer_ball""]","[0.8168158531188965, 0.17675800621509552, 0.005729128140956163, 0.00026913938927464187, 0.00016072348807938397]",5
000000004201.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""scoreboard"", ""racket, racquet"", ""football_helmet""]","[0.9913656711578369, 0.005432468373328447, 0.002345105865970254, 0.0007814794080331922, 2.2639114831690677e-05]",5
000000004211.jpg,"[""maypole"", ""shield, buckler"", ""cloak"", ""bow"", ""breastplate, aegis, egis""]","[0.9479131102561951, 0.014286126010119915, 0.00772352609783411, 0.00594891794025898, 0.0030148655641824007]",5
000000004219.jpg,"[""park_bench"", ""rocking_chair, rocker"", ""shopping_cart"", ""swing"", ""folding_chair""]","[0.4288097620010376, 0.39552509784698486, 0.041281573474407196, 0.019139856100082397, 0.014807718805968761]",5
000000004227.jpg,"[""racket, racquet"", ""tennis_ball"", ""ballplayer, baseball_player"", ""baseball"", ""golf_ball""]","[0.9859849214553833, 0.007418404333293438, 0.002599601401016116, 0.001481674495153129, 0.00047927271225489676]",5
000000004239.jpg,"[""ski"", ""cliff, drop, drop-off"", ""tripod"", ""swing"", ""dogsled, dog_sled, dog_sleigh""]","[0.8373690247535706, 0.039659008383750916, 0.02031121961772442, 0.019572043791413307, 0.013865679502487183]",5
000000004243.jpg,"[""soft-coated_wheaten_terrier"", ""Bedlington_terrier"", ""Kerry_blue_terrier"", ""teddy, teddy_bear"", ""Shih-Tzu""]","[0.1867116391658783, 0.0690392479300499, 0.04070013388991356, 0.03612133860588074, 0.0351795069873333]",5
000000004244.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""butcher_shop, meat_market"", ""grocery_store, grocery, food_market, market"", ""wok"", ""bakery, bakeshop, bakehouse""]","[0.5453142523765564, 0.0773392766714096, 0.06945804506540298, 0.06527568399906158, 0.043307382613420486]",5
000000004246.jpg,"[""breakwater, groin, groyne, mole, bulwark, seawall, jetty"", ""unicycle, monocycle"", ""flagpole, flagstaff"", ""pole"", ""dock, dockage, docking_facility""]","[0.255867063999176, 0.1347450613975525, 0.08253245800733566, 0.050494857132434845, 0.031197918578982353]",5
000000004259.jpg,"[""groom, bridegroom"", ""suit, suit_of_clothes"", ""restaurant, eating_house, eating_place, eatery"", ""grocery_store, grocery, food_market, market"", ""stretcher""]","[0.18068061769008636, 0.1064649149775505, 0.07983947545289993, 0.04803582653403282, 0.04107256978750229]",5
000000004266.jpg,"[""ski"", ""alp"", ""dogsled, dog_sled, dog_sleigh"", ""puck, hockey_puck"", ""ski_mask""]","[0.9994460940361023, 0.000414275040384382, 5.6255896197399125e-05, 2.8885293431812897e-05, 2.5472445486229844e-05]",5
000000004275.jpg,"[""unicycle, monocycle"", ""cowboy_hat, ten-gallon_hat"", ""crash_helmet"", ""knee_pad"", ""motor_scooter, scooter""]","[0.7451759576797485, 0.07187288999557495, 0.02865825779736042, 0.022292867302894592, 0.01838892325758934]",5
000000004286.jpg,"[""llama"", ""Irish_terrier"", ""English_setter"", ""standard_poodle"", ""cheetah, chetah, Acinonyx_jubatus""]","[0.27939939498901367, 0.08005430549383163, 0.06626874953508377, 0.0647716149687767, 0.03357116878032684]",5
000000004289.jpg,"[""pay-phone, pay-station"", ""doormat, welcome_mat"", ""cash_machine, cash_dispenser, automated_teller_machine, automatic_teller_machine, automated_teller, automatic_teller, ATM"", ""street_sign"", ""parking_meter""]","[0.1494481861591339, 0.10950569808483124, 0.08588580042123795, 0.05724584311246872, 0.03753640502691269]",5
000000004312.jpg,"[""pizza, pizza_pie"", ""restaurant, eating_house, eating_place, eatery"", ""plate"", ""soup_bowl"", ""mashed_potato""]","[0.48147451877593994, 0.1498800665140152, 0.11638889461755753, 0.08403301239013672, 0.025670301169157028]",5
000000004331.jpg,"[""minibus"", ""jinrikisha, ricksha, rickshaw"", ""fire_engine, fire_truck"", ""trolleybus, trolley_coach, trackless_trolley"", ""unicycle, monocycle""]","[0.20330661535263062, 0.18629474937915802, 0.11522449553012848, 0.07580281049013138, 0.03863626718521118]",5
000000004355.jpg,"[""crash_helmet"", ""moped"", ""motor_scooter, scooter"", ""backpack, back_pack, knapsack, packsack, rucksack, haversack"", ""knee_pad""]","[0.7990255951881409, 0.1498323678970337, 0.027772240340709686, 0.006937322206795216, 0.0042592668905854225]",5
000000004359.jpg,"[""cash_machine, cash_dispenser, automated_teller_machine, automatic_teller_machine, automated_teller, automatic_teller, ATM"", ""streetcar, tram, tramcar, trolley, trolley_car"", ""sliding_door"", ""turnstile"", ""bearskin, busby, shako""]","[0.25344112515449524, 0.12148206681013107, 0.08630172163248062, 0.07213784754276276, 0.05883952975273132]",5
000000004360.jpg,"[""moped"", ""motor_scooter, scooter"", ""parking_meter"", ""knee_pad"", ""ashcan, trash_can, garbage_can, wastebin, ash_bin, ash-bin, ashbin, dustbin, trash_barrel, trash_bin""]","[0.5045047998428345, 0.33601751923561096, 0.041698843240737915, 0.019210217520594597, 0.017354926094412804]",5
000000004375.jpg,"[""ski"", ""alp"", ""dogsled, dog_sled, dog_sleigh"", ""redshank, Tringa_totanus"", ""military_uniform""]","[0.8675857186317444, 0.07251878082752228, 0.011963333934545517, 0.00292394682765007, 0.002579302527010441]",5
000000004376.jpg,"[""banana"", ""grocery_store, grocery, food_market, market"", ""pineapple, ananas"", ""shopping_basket"", ""corn""]","[0.7666402459144592, 0.09053561836481094, 0.050434935837984085, 0.02876424416899681, 0.025253940373659134]",5
000000004377.jpg,"[""croquet_ball"", ""golf_ball"", ""lawn_mower, mower"", ""soccer_ball"", ""picket_fence, paling""]","[0.7187387347221375, 0.057624831795692444, 0.05311109870672226, 0.02853863313794136, 0.02812620811164379]",5
000000004385.jpg,"[""hotdog, hot_dog, red_hot"", ""ice_cream, icecream"", ""cheeseburger"", ""bakery, bakeshop, bakehouse"", ""bagel, beigel""]","[0.6663118004798889, 0.09473609924316406, 0.04126901552081108, 0.028557518497109413, 0.025657523423433304]",5
000000004395.jpg,"[""Windsor_tie"", ""groom, bridegroom"", ""suit, suit_of_clothes"", ""bow_tie, bow-tie, bowtie"", ""bolo_tie, bolo, bola_tie, bola""]","[0.4117715358734131, 0.2824380695819855, 0.21320174634456635, 0.03334962949156761, 0.006163815502077341]",5
000000004404.jpg,"[""umbrella"", ""lakeside, lakeshore"", ""boathouse"", ""fountain"", ""jinrikisha, ricksha, rickshaw""]","[0.37651437520980835, 0.08027622848749161, 0.06598532944917679, 0.0656210407614708, 0.0352935753762722]",5
000000004421.jpg,"[""groom, bridegroom"", ""water_jug"", ""wok"", ""cocktail_shaker"", ""ocarina, sweet_potato""]","[0.426535964012146, 0.057754989713430405, 0.05195741355419159, 0.03195260465145111, 0.031912464648485184]",5
000000004424.jpg,"[""accordion, piano_accordion, squeeze_box"", ""ice_lolly, lolly, lollipop, popsicle"", ""lighter, light, igniter, ignitor"", ""remote_control, remote"", ""Band_Aid""]","[0.7632518410682678, 0.053113020956516266, 0.0207628533244133, 0.017574196681380272, 0.012096269056200981]",5
000000004441.jpg,"[""suit, suit_of_clothes"", ""bow_tie, bow-tie, bowtie"", ""Windsor_tie"", ""cardigan"", ""stole""]","[0.43606939911842346, 0.15640248358249664, 0.05106731876730919, 0.04328543692827225, 0.023177821189165115]",5
000000004442.jpg,"[""quilt, comforter, comfort, puff"", ""studio_couch, day_bed"", ""four-poster"", ""pillow"", ""mosquito_net""]","[0.7439510226249695, 0.13222384452819824, 0.08695143461227417, 0.0139635493978858, 0.01380076352506876]",5
000000004489.jpg,"[""barrow, garden_cart, lawn_cart, wheelbarrow"", ""tricycle, trike, velocipede"", ""shopping_cart"", ""motor_scooter, scooter"", ""moped""]","[0.20917828381061554, 0.1787138283252716, 0.16673631966114044, 0.10681865364313126, 0.04721943289041519]",5
000000004490.jpg,"[""ski"", ""shovel"", ""puck, hockey_puck"", ""ski_mask"", ""dogsled, dog_sled, dog_sleigh""]","[0.9982737302780151, 0.0007628986495546997, 0.00047591098700650036, 0.00018296230700798333, 0.0001469884009566158]",5
000000004498.jpg,"[""unicycle, monocycle"", ""miniskirt, mini"", ""knee_pad"", ""running_shoe"", ""jean, blue_jean, denim""]","[0.0935211181640625, 0.08180350065231323, 0.07766353338956833, 0.06705423444509506, 0.06062743812799454]",5
000000004502.jpg,"[""radio_telescope, radio_reflector"", ""solar_dish, solar_collector, solar_furnace"", ""swing"", ""crane"", ""maypole""]","[0.4260772168636322, 0.10301977396011353, 0.05130361393094063, 0.05020928755402565, 0.036073558032512665]",5
000000004509.jpg,"[""quilt, comforter, comfort, puff"", ""studio_couch, day_bed"", ""pillow"", ""maillot, tank_suit"", ""pajama, pyjama, pj's, jammies""]","[0.27931615710258484, 0.1583397537469864, 0.09956873953342438, 0.07318495213985443, 0.06491146236658096]",5
000000004527.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""racket, racquet"", ""tennis_ball"", ""knee_pad""]","[0.676171600818634, 0.3237501084804535, 3.2975280191749334e-05, 7.0004371082177386e-06, 5.9536155276873615e-06]",5
000000004535.jpg,"[""shield, buckler"", ""Arabian_camel, dromedary, Camelus_dromedarius"", ""chain_mail, ring_mail, mail, chain_armor, chain_armour, ring_armor, ring_armour"", ""breastplate, aegis, egis"", ""thresher, thrasher, threshing_machine""]","[0.6198920011520386, 0.0883907675743103, 0.02802794985473156, 0.0252840556204319, 0.023741256445646286]",5
000000004549.jpg,"[""paddle, boat_paddle"", ""swimming_trunks, bathing_trunks"", ""canoe"", ""snorkel"", ""bikini, two-piece""]","[0.19141614437103271, 0.11929722875356674, 0.11816808581352234, 0.08074595034122467, 0.0800861045718193]",5
000000004551.jpg,"[""ski"", ""pole"", ""jean, blue_jean, denim"", ""stage"", ""aircraft_carrier, carrier, flattop, attack_aircraft_carrier""]","[0.13472424447536469, 0.13471023738384247, 0.06403879076242447, 0.045315150171518326, 0.03794871270656586]",5
000000004554.jpg,"[""ski"", ""puck, hockey_puck"", ""shovel"", ""ski_mask"", ""snowmobile""]","[0.9892316460609436, 0.006647045258432627, 0.0016403004992753267, 0.0013996782945469022, 0.00037849039654247463]",5
000000004567.jpg,"[""notebook, notebook_computer"", ""desktop_computer"", ""laptop, laptop_computer"", ""mouse, computer_mouse"", ""monitor""]","[0.20982378721237183, 0.17371495068073273, 0.1517821103334427, 0.1141773909330368, 0.09526631236076355]",5
000000004574.jpg,"[""grand_piano, grand"", ""car_wheel"", ""printer"", ""sports_car, sport_car"", ""perfume, essence""]","[0.08423375338315964, 0.07247593998908997, 0.05993892624974251, 0.04975645989179611, 0.03192509338259697]",5
000000004576.jpg,"[""liner, ocean_liner"", ""cinema, movie_theater, movie_theatre, movie_house, picture_palace"", ""streetcar, tram, tramcar, trolley, trolley_car"", ""water_tower"", ""dock, dockage, docking_facility""]","[0.2943618595600128, 0.23930834233760834, 0.06670967489480972, 0.04360174015164375, 0.03246912360191345]",5
000000004578.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""dining_table, board"", ""china_cabinet, china_closet"", ""patio, terrace"", ""sliding_door""]","[0.5636242032051086, 0.20343968272209167, 0.18758228421211243, 0.01547754555940628, 0.005572596564888954]",5
000000004587.jpg,"[""restaurant, eating_house, eating_place, eatery"", ""bakery, bakeshop, bakehouse"", ""grocery_store, grocery, food_market, market"", ""waffle_iron"", ""wok""]","[0.35321417450904846, 0.2430579960346222, 0.06432464718818665, 0.05142983794212341, 0.04590153694152832]",5
000000004592.jpg,"[""racket, racquet"", ""tennis_ball"", ""ballplayer, baseball_player"", ""volleyball"", ""scoreboard""]","[0.922749936580658, 0.0755804181098938, 0.0006074771517887712, 0.0003365330630913377, 0.0002160392323276028]",5
000000004595.jpg,"[""passenger_car, coach, carriage"", ""police_van, police_wagon, paddy_wagon, patrol_wagon, wagon, black_Maria"", ""ambulance"", ""minibus"", ""tow_truck, tow_car, wrecker""]","[0.5768635272979736, 0.2565802037715912, 0.07803775370121002, 0.02184528484940529, 0.013557915575802326]",5
000000004616.jpg,"[""poncho"", ""maraca"", ""chain_mail, ring_mail, mail, chain_armor, chain_armour, ring_armor, ring_armour"", ""stage"", ""feather_boa, boa""]","[0.17696291208267212, 0.12075892090797424, 0.06637134402990341, 0.0535866804420948, 0.036236487329006195]",5
000000004662.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""racket, racquet"", ""football_helmet"", ""sandbar, sand_bar""]","[0.9884842038154602, 0.010444865562021732, 0.00017731697880662978, 5.576568582910113e-05, 4.993167385691777e-05]",5
000000004665.jpg,"[""groom, bridegroom"", ""bow_tie, bow-tie, bowtie"", ""suit, suit_of_clothes"", ""limousine, limo"", ""bolo_tie, bolo, bola_tie, bola""]","[0.9283771514892578, 0.03366711735725403, 0.012178651057183743, 0.004993796348571777, 0.0020620913710445166]",5
000000004678.jpg,"[""church, church_building"", ""crane"", ""palace"", ""monastery"", ""fountain""]","[0.3164190649986267, 0.13463221490383148, 0.08121262490749359, 0.07607489079236984, 0.06317231804132462]",5
000000004684.jpg,"[""kimono"", ""stage"", ""sarong"", ""groom, bridegroom"", ""panpipe, pandean_pipe, syrinx""]","[0.26540273427963257, 0.13000401854515076, 0.09059873968362808, 0.07859180867671967, 0.057404208928346634]",5
000000004688.jpg,"[""parachute, chute"", ""maypole"", ""umbrella"", ""swing"", ""bubble""]","[0.595860481262207, 0.21237854659557343, 0.0880332961678505, 0.03075936995446682, 0.023641854524612427]",5
000000004700.jpg,"[""soccer_ball"", ""rugby_ball"", ""unicycle, monocycle"", ""football_helmet"", ""lawn_mower, mower""]","[0.8746878504753113, 0.06333082169294357, 0.015162116847932339, 0.008497434668242931, 0.004284950438886881]",5
000000004702.jpg,"[""rugby_ball"", ""volleyball"", ""soccer_ball"", ""racket, racquet"", ""tennis_ball""]","[0.8896002173423767, 0.03617406263947487, 0.0328240692615509, 0.022026173770427704, 0.008401522412896156]",5
000000004704.jpg,"[""ski"", ""puck, hockey_puck"", ""parachute, chute"", ""sock"", ""seashore, coast, seacoast, sea-coast""]","[0.7534031867980957, 0.0922173336148262, 0.025394290685653687, 0.0158892422914505, 0.010444611310958862]",5
000000004711.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""racket, racquet"", ""tennis_ball"", ""golf_ball""]","[0.5055592060089111, 0.49355602264404297, 0.0007616208749823272, 6.956471770536155e-05, 9.329384738521185e-06]",5
000000004714.jpg,"[""banjo"", ""violin, fiddle"", ""cello, violoncello"", ""acoustic_guitar"", ""marimba, xylophone""]","[0.6188951134681702, 0.18931065499782562, 0.04583550989627838, 0.039547476917505264, 0.021791070699691772]",5
000000004716.jpg,"[""racket, racquet"", ""tennis_ball"", ""ballplayer, baseball_player"", ""soccer_ball"", ""ping-pong_ball""]","[0.8241732120513916, 0.1069563701748848, 0.016598785296082497, 0.0155448904260993, 0.013361598365008831]",5
000000004731.jpg,"[""barbershop"", ""microwave, microwave_oven"", ""waffle_iron"", ""restaurant, eating_house, eating_place, eatery"", ""wok""]","[0.17799732089042664, 0.1223965659737587, 0.0808560773730278, 0.05415777117013931, 0.0458097904920578]",5
000000004736.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""football_helmet"", ""scoreboard"", ""racket, racquet""]","[0.9317910075187683, 0.0676431879401207, 0.0004700463614426553, 5.75363083044067e-05, 6.452286470448598e-06]",5
000000004739.jpg,"[""ox"", ""oxcart"", ""shopping_cart"", ""ram, tup"", ""jinrikisha, ricksha, rickshaw""]","[0.6420367360115051, 0.32102280855178833, 0.012305814772844315, 0.01046050526201725, 0.002599017694592476]",5
000000004741.jpg,"[""thatch, thatched_roof"", ""horse_cart, horse-cart"", ""sombrero"", ""cowboy_hat, ten-gallon_hat"", ""Boston_bull, Boston_terrier""]","[0.6509114503860474, 0.16125760972499847, 0.015909209847450256, 0.015083352103829384, 0.014792566187679768]",5
000000004742.jpg,"[""paddle, boat_paddle"", ""bathing_cap, swimming_cap"", ""canoe"", ""shovel"", ""Labrador_retriever""]","[0.8393210172653198, 0.02454398386180401, 0.020495086908340454, 0.014970364980399609, 0.00998117495328188]",5
000000004764.jpg,"[""Model_T"", ""moped"", ""car_wheel"", ""motor_scooter, scooter"", ""sewing_machine""]","[0.484698086977005, 0.15604855120182037, 0.09853814542293549, 0.08875324577093124, 0.009890410117805004]",5
000000004765.jpg,"[""paddle, boat_paddle"", ""snorkel"", ""canoe"", ""cliff, drop, drop-off"", ""scuba_diver""]","[0.4552392363548279, 0.06791947782039642, 0.05711882561445236, 0.05001033470034599, 0.036322347819805145]",5
000000004823.jpg,"[""refrigerator, icebox"", ""vending_machine"", ""grand_piano, grand"", ""restaurant, eating_house, eating_place, eatery"", ""confectionery, confectionary, candy_store""]","[0.28159162402153015, 0.07082139700651169, 0.037604838609695435, 0.029377462342381477, 0.024745618924498558]",5
000000004834.jpg,"[""sombrero"", ""clog, geta, patten, sabot"", ""bonnet, poke_bonnet"", ""cowboy_boot"", ""gong, tam-tam""]","[0.25187525153160095, 0.07719921320676804, 0.05545693635940552, 0.047477398067712784, 0.043371476233005524]",5
000000004840.jpg,"[""stage"", ""palace"", ""unicycle, monocycle"", ""racket, racquet"", ""ballplayer, baseball_player""]","[0.11175012588500977, 0.09298546612262726, 0.08146630972623825, 0.05761542543768883, 0.05367521569132805]",5
000000004843.jpg,"[""umbrella"", ""mountain_tent"", ""trimaran"", ""kimono"", ""chain_saw, chainsaw""]","[0.678573727607727, 0.027089610695838928, 0.023033691570162773, 0.01724950410425663, 0.016785452142357826]",5
000000004844.jpg,"[""bow_tie, bow-tie, bowtie"", ""toyshop"", ""barbershop"", ""binoculars, field_glasses, opera_glasses"", ""cellular_telephone, cellular_phone, cellphone, cell, mobile_phone""]","[0.12705673277378082, 0.12593302130699158, 0.06351149827241898, 0.06262781471014023, 0.04775087535381317]",5
000000004859.jpg,"[""EntleBucher"", ""killer_whale, killer, orca, grampus, sea_wolf, Orcinus_orca"", ""catamaran"", ""bluetick"", ""Greater_Swiss_Mountain_dog""]","[0.2939694821834564, 0.12057133764028549, 0.07914065569639206, 0.07505710422992706, 0.05291801318526268]",5
000000004876.jpg,"[""bannister, banister, balustrade, balusters, handrail"", ""ballplayer, baseball_player"", ""unicycle, monocycle"", ""balance_beam, beam"", ""swing""]","[0.4133262634277344, 0.14342951774597168, 0.1202479898929596, 0.11722083389759064, 0.052881043404340744]",5
000000004891.jpg,"[""wing"", ""airliner"", ""aircraft_carrier, carrier, flattop, attack_aircraft_carrier"", ""dock, dockage, docking_facility"", ""cab, hack, taxi, taxicab""]","[0.9136720895767212, 0.030785657465457916, 0.027348970994353294, 0.002853943035006523, 0.0025031007826328278]",5
000000004893.jpg,"[""bathtub, bathing_tub, bath, tub"", ""washbasin, handbasin, washbowl, lavabo, wash-hand_basin"", ""tub, vat"", ""medicine_chest, medicine_cabinet"", ""shower_curtain""]","[0.5100326538085938, 0.30903491377830505, 0.16328945755958557, 0.012176332995295525, 0.002069375477731228]",5
000000004916.jpg,"[""television, television_system"", ""crutch"", ""grand_piano, grand"", ""barbershop"", ""swab, swob, mop""]","[0.41501644253730774, 0.07972921431064606, 0.041732173413038254, 0.03908912092447281, 0.03821185231208801]",5
000000004947.jpg,"[""llama"", ""standard_poodle"", ""ram, tup"", ""Bedlington_terrier"", ""Great_Pyrenees""]","[0.8688045740127563, 0.05210879072546959, 0.020814960822463036, 0.006722891237586737, 0.005669394973665476]",5
000000004968.jpg,"[""tripod"", ""traffic_light, traffic_signal, stoplight"", ""cab, hack, taxi, taxicab"", ""crutch"", ""aircraft_carrier, carrier, flattop, attack_aircraft_carrier""]","[0.20932775735855103, 0.12414352595806122, 0.08809728920459747, 0.06186870113015175, 0.03767531365156174]",5
000000004972.jpg,"[""worm_fence, snake_fence, snake-rail_fence, Virginia_fence"", ""barn"", ""hay"", ""stone_wall"", ""picket_fence, paling""]","[0.3733002543449402, 0.15629945695400238, 0.12678512930870056, 0.07645644247531891, 0.03773144632577896]",5
000000004975.jpg,"[""academic_gown, academic_robe, judge's_robe"", ""mortarboard"", ""umbrella"", ""vestment"", ""cloak""]","[0.7121759057044983, 0.2868119478225708, 0.0009454157552681863, 3.2085314160212874e-05, 1.672430880717002e-05]",5
000000004980.jpg,"[""passenger_car, coach, carriage"", ""electric_locomotive"", ""moving_van"", ""steam_locomotive"", ""mobile_home, manufactured_home""]","[0.6723402738571167, 0.15572986006736755, 0.028495145961642265, 0.0260362159460783, 0.02416645549237728]",5
000000004993.jpg,"[""bow_tie, bow-tie, bowtie"", ""crutch"", ""sombrero"", ""groom, bridegroom"", ""cowboy_hat, ten-gallon_hat""]","[0.04937867820262909, 0.037494558840990067, 0.03696756437420845, 0.034544408321380615, 0.03057391382753849]",5
000000005001.jpg,"[""stretcher"", ""groom, bridegroom"", ""jinrikisha, ricksha, rickshaw"", ""hog, pig, grunter, squealer, Sus_scrofa"", ""bicycle-built-for-two, tandem_bicycle, tandem""]","[0.8089033961296082, 0.02216283231973648, 0.011766522191464901, 0.007939218543469906, 0.00782088190317154]",5
000000005016.jpg,"[""speedboat"", ""lifeboat"", ""fountain"", ""great_white_shark, white_shark, man-eater, man-eating_shark, Carcharodon_carcharias"", ""amphibian, amphibious_vehicle""]","[0.5864517092704773, 0.07228557020425797, 0.03532320261001587, 0.03402923047542572, 0.031885236501693726]",5
000000005018.jpg,"[""Model_T"", ""moped"", ""lawn_mower, mower"", ""golfcart, golf_cart"", ""half_track""]","[0.33500391244888306, 0.24748137593269348, 0.179113507270813, 0.10085363686084747, 0.048021819442510605]",5
000000005028.jpg,"[""vacuum, vacuum_cleaner"", ""four-poster"", ""studio_couch, day_bed"", ""barber_chair"", ""toaster""]","[0.3919280767440796, 0.04383264109492302, 0.04005857929587364, 0.03996089845895767, 0.03320363163948059]",5
000000005032.jpg,"[""ski"", ""snowmobile"", ""ski_mask"", ""dogsled, dog_sled, dog_sleigh"", ""alp""]","[0.9985315799713135, 0.0008504605502821505, 0.00045937177492305636, 7.268760964507237e-05, 4.013926809420809e-05]",5
000000005037.jpg,"[""trolleybus, trolley_coach, trackless_trolley"", ""streetcar, tram, tramcar, trolley, trolley_car"", ""passenger_car, coach, carriage"", ""recreational_vehicle, RV, R.V."", ""minibus""]","[0.591273844242096, 0.20645998418331146, 0.18067863583564758, 0.01161232776939869, 0.007700941525399685]",5
000000005038.jpg,"[""four-poster"", ""studio_couch, day_bed"", ""quilt, comforter, comfort, puff"", ""pillow"", ""throne""]","[0.5314056277275085, 0.20327727496623993, 0.1819283366203308, 0.014127487316727638, 0.007148733828216791]",5
000000005064.jpg,"[""ballplayer, baseball_player"", ""baseball"", ""scoreboard"", ""football_helmet"", ""soccer_ball""]","[0.9877976775169373, 0.010851006954908371, 0.0006093045813031495, 0.0005004002596251667, 3.4213895560242236e-05]",5
000000005073.jpg,"[""jinrikisha, ricksha, rickshaw"", ""bicycle-built-for-two, tandem_bicycle, tandem"", ""unicycle, monocycle"", ""shopping_cart"", ""aircraft_carrier, carrier, flattop, attack_aircraft_carrier""]","[0.5715133547782898, 0.1471894383430481, 0.09966699033975601, 0.024827372282743454, 0.01730712689459324]",5
000000005083.jpg,"[""ski"", ""alp"", ""snowmobile"", ""dogsled, dog_sled, dog_sleigh"", ""puck, hockey_puck""]","[0.9968083500862122, 0.0016781403683125973, 0.0006741523393429816, 0.0003083666961174458, 0.00012173705908935517]",5
000000005085.jpg,"[""shield, buckler"", ""cowboy_hat, ten-gallon_hat"", ""plow, plough"", ""barrow, garden_cart, lawn_cart, wheelbarrow"", ""apiary, bee_house""]","[0.22975371778011322, 0.07463853061199188, 0.062216099351644516, 0.05956925451755524, 0.04735903441905975]",5
000000005094.jpg,"[""umbrella"", ""jinrikisha, ricksha, rickshaw"", ""sombrero"", ""jean, blue_jean, denim"", ""bearskin, busby, shako""]","[0.5044114589691162, 0.19110676646232605, 0.04903943091630936, 0.032011181116104126, 0.02221650816500187]",5
000000005105.jpg,"[""paddle, boat_paddle"", ""scuba_diver"", ""breakwater, groin, groyne, mole, bulwark, seawall, jetty"", ""snorkel"", ""lakeside, lakeshore""]","[0.30438148975372314, 0.10304141789674759, 0.07326427847146988, 0.0411192923784256, 0.03416075184941292]",5
000000005107.jpg,"[""minibus"", ""streetcar, tram, tramcar, trolley, trolley_car"", ""passenger_car, coach, carriage"", ""trolleybus, trolley_coach, trackless_trolley"", ""gas_pump, gasoline_pump, petrol_pump, island_dispenser""]","[0.39283591508865356, 0.2144152820110321, 0.17198824882507324, 0.1102568507194519, 0.017860382795333862]",5
000000005113.jpg,"[""mouse, computer_mouse"", ""crossword_puzzle, crossword"", ""notebook, notebook_computer"", ""laptop, laptop_computer"", ""computer_keyboard, keypad""]","[0.19887767732143402, 0.17183546721935272, 0.07418083399534225, 0.0564025454223156, 0.04774662107229233]",5
000000005123.jpg,"[""picket_fence, paling"", ""mobile_home, manufactured_home"", ""traffic_light, traffic_signal, stoplight"", ""pole"", ""streetcar, tram, tramcar, trolley, trolley_car""]","[0.1373489648103714, 0.1335342675447464, 0.11545059084892273, 0.09731867909431458, 0.04237174987792969]",5
000000005124.jpg,"[""soccer_ball"", ""rugby_ball"", ""ballplayer, baseball_player"", ""racket, racquet"", ""football_helmet""]","[0.39726966619491577, 0.2607182264328003, 0.14297030866146088, 0.06487148255109787, 0.047977596521377563]",5
000000005131.jpg,"[""military_uniform"", ""cornet, horn, trumpet, trump"", ""groom, bridegroom"", ""bearskin, busby, shako"", ""suit, suit_of_clothes""]","[0.4511456787586212, 0.1973804235458374, 0.15738160908222198, 0.06319773942232132, 0.014992437325417995]",5
000000005140.jpg,"[""laptop, laptop_computer"", ""notebook, notebook_computer"", ""desktop_computer"", ""monitor"", ""mouse, computer_mouse""]","[0.4398268759250641, 0.33935463428497314, 0.10456622391939163, 0.027397524565458298, 0.0233653225004673]",5
000000005152.jpg,"[""baseball"", ""ballplayer, baseball_player"", ""racket, racquet"", ""reel"", ""football_helmet""]","[0.470439076423645, 0.3946128785610199, 0.016217127442359924, 0.01447286456823349, 0.013769389130175114]",5
000000005156.jpg,"[""trailer_truck, tractor_trailer, trucking_rig, rig, articulated_lorry, semi"", ""mobile_home, manufactured_home"", ""park_bench"", ""chainlink_fence"", ""shopping_cart""]","[0.08073648065328598, 0.04020367190241814, 0.03900038078427315, 0.036663591861724854, 0.03441528603434563]",5
